Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","570","Nioué","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","1.833","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","578","Norvège","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","5137.923","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","540","Nouvelle-Calédonie","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","280.798","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","554","Nouvelle-Zélande","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","4514.195","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","512","Oman","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","4009.267","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","800","Ouganda","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","36336.539","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","860","Ouzbékistan","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","30446.542","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","586","Pakistan","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","208251.628","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","585","Palaos","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","17.796","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","275","Palestine","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","4380.475","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","591","Panama","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","3888.793","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","598","Papouasie-Nouvelle-Guinée","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","8464.153","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","600","Paraguay","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","6090.721","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","528","Pays-Bas","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","16954.081","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","604","Pérou","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","30353.951","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","608","Philippines","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","101325.201","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","616","Pologne","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","38581.872","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","258","Polynésie française","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","289.873","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","630","Porto Rico","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","3560.01","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","620","Portugal","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","10408.372","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","634","Qatar","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","2214.465","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","760","République arabe syrienne","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","20072.232","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","140","République centrafricaine","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","4798.734","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","410","République de Corée","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","50558.043","X","Ciffre de sources internationales",""
